city_development_index,gender,relevent_experience,enrolled_university,education_level,major_discipline,experience,company_size,company_type,last_new_job,training_hours,target
0.624,Male,Has relevent experience,No Enrollment,Graduate,STEM,9,4.0,Pvt Ltd,1,44,0.0
0.624,Male,Has relevent experience,Full time course,Graduate,STEM,5,3.0,Pvt Ltd,0,40,1.0
0.939,Male,Has relevent experience,No Enrollment,Masters,STEM,18,7.0,Pvt Ltd,1,60,0.0
0.949,Male,Has relevent experience,No Enrollment,Graduate,STEM,20,1.0,Pvt Ltd,5,190,0.0
0.92,Male,Has relevent experience,No Enrollment,Masters,STEM,16,4.0,Pvt Ltd,2,53,0.0
0.91,Male,No relevent experience,Part time course,High School,Business Degree,10,5.0,Pvt Ltd,0,42,0.0
0.55,Male,Has relevent experience,Full time course,Graduate,STEM,7,5.0,Pvt Ltd,2,72,1.0
0.92,Male,Has relevent experience,No Enrollment,Graduate,STEM,14,3.0,Funded Startup,1,72,0.0
0.624,Male,Has relevent experience,No Enrollment,Masters,STEM,7,8.0,Pvt Ltd,2,13,0.0
0.92,Male,Has relevent experience,No Enrollment,Graduate,Business Degree,20,5.0,Funded Startup,5,22,0.0
0.92,Male,Has relevent experience,No Enrollment,Graduate,STEM,5,4.0,Pvt Ltd,1,140,0.0
0.843,Not provided,Has relevent experience,No Enrollment,Masters,STEM,18,3.0,Funded Startup,2,17,0.0
0.762,Male,Has relevent experience,No Enrollment,Graduate,STEM,3,1.0,Public Sector,1,38,1.0
0.926,Male,No relevent experience,Full time course,Graduate,STEM,3,3.0,Pvt Ltd,1,59,0.0
0.92,Male,Has relevent experience,No Enrollment,Graduate,STEM,7,3.0,Pvt Ltd,1,104,0.0
0.899,Not provided,Has relevent experience,Full time course,High School,STEM,3,1.0,Public Sector,1,8,0.0
0.624,Male,Has relevent experience,No Enrollment,Graduate,STEM,3,3.0,Pvt Ltd,1,57,1.0
0.624,Not provided,No relevent experience,No Enrollment,Masters,STEM,4,4.0,Pvt Ltd,0,23,0.0
0.91,Male,Has relevent experience,No Enrollment,Masters,Humanities,4,4.0,Pvt Ltd,1,48,0.0
0.698,Not provided,Has relevent experience,No Enrollment,Graduate,STEM,9,2.0,Funded Startup,2,77,0.0
0.926,Male,Has relevent experience,No Enrollment,Graduate,Humanities,20,1.0,Pvt Ltd,5,14,0.0
0.884,Not provided,Has relevent experience,Part time course,Graduate,STEM,4,8.0,Public Sector,1,39,0.0
0.92,Male,Has relevent experience,No Enrollment,Graduate,STEM,9,3.0,Pvt Ltd,2,22,0.0
0.92,Male,No relevent experience,No Enrollment,Primary School,STEM,3,3.0,Pvt Ltd,0,11,0.0
0.939,Male,Has relevent experience,No Enrollment,Graduate,STEM,20,5.0,Funded Startup,1,59,0.0
0.743,Male,Has relevent experience,Full time course,Masters,STEM,7,3.0,Public Sector,1,17,0.0
0.887,Not provided,Has relevent experience,Full time course,High School,STEM,20,4.0,Funded Startup,5,161,0.0
0.884,Male,Has relevent experience,No Enrollment,Graduate,STEM,12,3.0,Funded Startup,5,2,0.0
0.913,Male,Has relevent experience,No Enrollment,Graduate,STEM,19,7.0,Public Sector,5,9,0.0
0.92,Male,Has relevent experience,No Enrollment,Graduate,STEM,4,3.0,Pvt Ltd,2,89,0.0
0.624,Male,Has relevent experience,Full time course,Graduate,STEM,10,8.0,Pvt Ltd,1,25,1.0
0.555,Male,No relevent experience,No Enrollment,Graduate,Humanities,1,2.0,Funded Startup,0,26,1.0
0.887,Male,Has relevent experience,No Enrollment,Graduate,STEM,15,1.0,Pvt Ltd,1,11,0.0
0.92,Male,Has relevent experience,No Enrollment,Graduate,STEM,19,6.0,Pvt Ltd,1,29,0.0
0.899,Male,Has relevent experience,No Enrollment,Graduate,Business Degree,10,2.0,Funded Startup,1,45,0.0
0.624,Male,Has relevent experience,Full time course,Masters,STEM,6,4.0,Pvt Ltd,1,92,1.0
0.92,Male,No relevent experience,Full time course,Graduate,STEM,1,4.0,Public Sector,1,43,0.0
0.92,Male,Has relevent experience,No Enrollment,Graduate,STEM,14,4.0,Pvt Ltd,2,226,0.0
0.624,Male,Has relevent experience,Full time course,Graduate,STEM,7,4.0,Pvt Ltd,4,67,1.0
0.8270000000000001,Male,Has relevent experience,No Enrollment,Graduate,STEM,6,1.0,Pvt Ltd,5,29,0.0
0.624,Male,No relevent experience,Full time course,Graduate,STEM,0,6.0,Pvt Ltd,0,15,1.0
0.493,Male,No relevent experience,Part time course,Graduate,STEM,3,4.0,Pvt Ltd,1,12,1.0
0.802,Female,Has relevent experience,No Enrollment,Graduate,STEM,11,2.0,Pvt Ltd,2,112,0.0
0.624,Not provided,Has relevent experience,Full time course,Graduate,STEM,9,6.0,Pvt Ltd,1,109,1.0
0.92,Male,Has relevent experience,No Enrollment,Masters,STEM,14,8.0,Pvt Ltd,4,31,0.0
0.92,Male,Has relevent experience,No Enrollment,Graduate,STEM,20,3.0,Funded Startup,2,184,0.0
0.579,Not provided,No relevent experience,Part time course,Graduate,STEM,4,3.0,Pvt Ltd,1,28,1.0
0.556,Male,No relevent experience,Full time course,Graduate,STEM,1,7.0,Pvt Ltd,1,48,1.0
0.691,Male,No relevent experience,Full time course,Graduate,STEM,7,4.0,Funded Startup,5,156,0.0
0.624,Male,No relevent experience,Full time course,Graduate,STEM,10,3.0,Pvt Ltd,2,31,1.0
0.91,Male,No relevent experience,No Enrollment,Graduate,STEM,20,6.0,Pvt Ltd,2,14,0.0
0.698,Male,Has relevent experience,No Enrollment,Graduate,STEM,20,2.0,Pvt Ltd,4,204,0.0
0.887,Male,Has relevent experience,No Enrollment,Masters,No Major,20,5.0,Funded Startup,5,8,0.0
0.836,Not provided,Has relevent experience,No Enrollment,High School,STEM,9,3.0,Funded Startup,2,22,0.0
0.624,Male,Has relevent experience,Full time course,Graduate,STEM,5,5.0,Pvt Ltd,4,12,0.0
0.939,Male,Has relevent experience,Part time course,High School,STEM,13,4.0,Pvt Ltd,2,12,0.0
0.939,Male,No relevent experience,No Enrollment,High School,STEM,5,5.0,Funded Startup,1,35,0.0
0.91,Male,Has relevent experience,No Enrollment,Graduate,STEM,16,2.0,Pvt Ltd,3,202,0.0
0.55,Male,Has relevent experience,Full time course,Graduate,STEM,6,3.0,Pvt Ltd,1,91,1.0
0.855,Male,Has relevent experience,No Enrollment,High School,STEM,7,7.0,Pvt Ltd,2,57,0.0
0.691,Male,Has relevent experience,Full time course,Graduate,STEM,12,4.0,Pvt Ltd,5,40,0.0
0.939,Female,No relevent experience,Part time course,Graduate,STEM,4,3.0,Pvt Ltd,1,24,0.0
0.625,Male,Has relevent experience,Full time course,Masters,STEM,7,8.0,Public Sector,1,56,1.0
0.738,Male,Has relevent experience,No Enrollment,Graduate,STEM,14,2.0,Funded Startup,1,47,0.0
0.624,Male,No relevent experience,No Enrollment,Graduate,STEM,5,2.0,Funded Startup,0,69,1.0
0.915,Not provided,Has relevent experience,No Enrollment,Graduate,STEM,4,1.0,Early Stage Startup,1,69,0.0
0.92,Male,Has relevent experience,No Enrollment,Graduate,STEM,8,4.0,NGO,1,31,0.0
0.91,Male,No relevent experience,No Enrollment,Primary School,Humanities,5,5.0,Pvt Ltd,0,11,0.0
0.939,Male,No relevent experience,No Enrollment,Masters,STEM,4,6.0,Pvt Ltd,2,44,0.0
0.624,Male,No relevent experience,Full time course,Masters,STEM,15,6.0,Public Sector,3,95,1.0
0.92,Male,Has relevent experience,No Enrollment,Graduate,Business Degree,20,8.0,Pvt Ltd,5,51,0.0
0.884,Male,Has relevent experience,No Enrollment,Graduate,STEM,5,2.0,Funded Startup,1,87,0.0
0.855,Male,No relevent experience,Full time course,Masters,STEM,17,4.0,Public Sector,2,18,0.0
0.624,Not provided,No relevent experience,Full time course,High School,STEM,2,5.0,Pvt Ltd,0,42,0.0
0.855,Not provided,Has relevent experience,Part time course,Graduate,STEM,5,3.0,Pvt Ltd,3,41,0.0
0.762,Male,Has relevent experience,No Enrollment,Graduate,STEM,10,4.0,Pvt Ltd,4,89,1.0
0.698,Male,No relevent experience,Full time course,Graduate,Humanities,3,4.0,Pvt Ltd,0,15,0.0
0.555,Not provided,Has relevent experience,Full time course,Graduate,STEM,4,6.0,Pvt Ltd,1,33,1.0
0.92,Not provided,Has relevent experience,No Enrollment,Graduate,STEM,20,7.0,Pvt Ltd,1,36,0.0
0.92,Male,No relevent experience,Full time course,High School,STEM,4,4.0,Funded Startup,0,44,0.0
0.939,Male,Has relevent experience,No Enrollment,Graduate,STEM,20,1.0,Pvt Ltd,2,65,0.0
0.893,Male,Has relevent experience,No Enrollment,Graduate,STEM,7,3.0,Pvt Ltd,1,172,0.0
0.92,Male,No relevent experience,No Enrollment,Graduate,STEM,11,5.0,Pvt Ltd,5,62,0.0
0.738,Female,No relevent experience,No Enrollment,Phd,STEM,2,7.0,Pvt Ltd,1,12,0.0
0.624,Not provided,Has relevent experience,Full time course,Masters,STEM,7,4.0,Pvt Ltd,5,111,1.0
0.754,Male,Has relevent experience,No Enrollment,High School,STEM,6,1.0,Funded Startup,2,20,0.0
0.92,Not provided,Has relevent experience,No Enrollment,Graduate,STEM,20,8.0,Pvt Ltd,5,8,0.0
0.555,Not provided,Has relevent experience,Full time course,Graduate,STEM,11,4.0,Pvt Ltd,1,124,1.0
0.624,Male,No relevent experience,Full time course,Graduate,STEM,0,3.0,Public Sector,1,127,1.0
0.939,Male,Has relevent experience,No Enrollment,Graduate,STEM,15,3.0,Pvt Ltd,5,35,0.0
0.691,Male,No relevent experience,No Enrollment,Masters,STEM,10,8.0,Pvt Ltd,2,86,0.0
0.92,Male,Has relevent experience,No Enrollment,Graduate,STEM,6,2.0,Pvt Ltd,3,26,0.0
0.92,Male,Has relevent experience,No Enrollment,Graduate,STEM,20,1.0,Early Stage Startup,1,23,0.0
0.624,Not provided,Has relevent experience,Full time course,Masters,STEM,0,4.0,Public Sector,1,7,1.0
0.624,Male,Has relevent experience,Full time course,Graduate,STEM,2,3.0,Pvt Ltd,1,99,1.0
0.8959999999999999,Female,No relevent experience,Part time course,High School,Humanities,0,1.0,Public Sector,1,22,0.0
0.913,Not provided,Has relevent experience,No Enrollment,Graduate,STEM,12,3.0,Pvt Ltd,5,11,0.0
0.92,Not provided,Has relevent experience,Full time course,Graduate,STEM,18,5.0,Funded Startup,2,24,1.0
0.878,Not provided,Has relevent experience,Full time course,Graduate,STEM,9,4.0,Funded Startup,1,26,0.0
0.664,Male,Has relevent experience,Full time course,Graduate,STEM,5,4.0,Pvt Ltd,1,96,0.0
0.92,Male,No relevent experience,No Enrollment,High School,STEM,1,5.0,Pvt Ltd,0,200,0.0
0.91,Male,Has relevent experience,Full time course,Graduate,STEM,8,4.0,Funded Startup,3,17,0.0
0.855,Male,Has relevent experience,No Enrollment,Masters,STEM,12,5.0,Pvt Ltd,1,19,0.0
0.624,Male,Has relevent experience,No Enrollment,Graduate,STEM,6,7.0,Pvt Ltd,1,23,0.0
0.479,Female,No relevent experience,Full time course,High School,STEM,3,4.0,Funded Startup,1,34,1.0
0.624,Male,No relevent experience,Part time course,Graduate,STEM,0,3.0,Public Sector,1,107,1.0
0.939,Male,Has relevent experience,No Enrollment,Masters,STEM,11,8.0,Pvt Ltd,1,46,0.0
0.624,Male,Has relevent experience,Full time course,Graduate,STEM,6,2.0,Funded Startup,2,23,1.0
0.92,Not provided,Has relevent experience,Full time course,Masters,STEM,7,5.0,Public Sector,1,38,0.0
0.92,Male,Has relevent experience,No Enrollment,Graduate,STEM,20,4.0,Pvt Ltd,5,21,0.0
0.92,Male,No relevent experience,No Enrollment,Primary School,Business Degree,3,4.0,Funded Startup,1,17,0.0
0.92,Male,No relevent experience,No Enrollment,Masters,STEM,9,3.0,Public Sector,5,13,0.0
0.843,Male,Has relevent experience,No Enrollment,Graduate,STEM,6,5.0,Pvt Ltd,5,123,0.0
0.8959999999999999,Male,Has relevent experience,No Enrollment,Masters,STEM,13,6.0,Public Sector,5,224,0.0
0.8959999999999999,Male,No relevent experience,Full time course,Masters,Humanities,0,4.0,Public Sector,1,150,0.0
0.92,Male,Has relevent experience,No Enrollment,Graduate,STEM,15,4.0,Pvt Ltd,2,55,0.0
0.624,Male,No relevent experience,Part time course,Graduate,STEM,3,1.0,Early Stage Startup,1,55,0.0
0.893,Male,Has relevent experience,No Enrollment,Masters,STEM,20,7.0,Public Sector,2,15,0.0
0.91,Male,Has relevent experience,No Enrollment,Masters,STEM,9,3.0,Pvt Ltd,5,88,0.0
0.843,Male,Has relevent experience,No Enrollment,Graduate,STEM,15,4.0,Pvt Ltd,5,45,0.0
0.92,Male,Has relevent experience,No Enrollment,Graduate,STEM,16,5.0,Pvt Ltd,5,65,1.0
0.843,Not provided,Has relevent experience,No Enrollment,Graduate,STEM,6,2.0,Pvt Ltd,2,220,0.0
0.6890000000000001,Not provided,No relevent experience,No Enrollment,High School,STEM,3,5.0,Pvt Ltd,0,43,0.0
0.939,Male,Has relevent experience,Part time course,Masters,STEM,15,1.0,Pvt Ltd,1,31,0.0
0.68,Male,Has relevent experience,No Enrollment,Graduate,STEM,7,2.0,Pvt Ltd,1,43,1.0
0.92,Male,Has relevent experience,No Enrollment,Graduate,STEM,9,6.0,Pvt Ltd,1,6,0.0
0.91,Male,No relevent experience,Full time course,High School,Humanities,4,4.0,Pvt Ltd,0,108,0.0
0.866,Male,Has relevent experience,Part time course,Masters,STEM,0,3.0,Funded Startup,1,18,0.0
0.91,Male,Has relevent experience,No Enrollment,Masters,Business Degree,20,8.0,Pvt Ltd,5,79,0.0
0.91,Not provided,Has relevent experience,No Enrollment,Graduate,STEM,13,1.0,Pvt Ltd,1,63,0.0
0.92,Not provided,No relevent experience,Part time course,High School,Humanities,2,4.0,Pvt Ltd,0,46,0.0
0.903,Not provided,Has relevent experience,Full time course,Masters,STEM,15,8.0,Pvt Ltd,1,224,0.0
0.926,Male,No relevent experience,Full time course,Graduate,STEM,14,4.0,Early Stage Startup,4,91,0.0
0.92,Male,No relevent experience,No Enrollment,Graduate,STEM,20,8.0,Pvt Ltd,5,32,0.0
0.893,Not provided,No relevent experience,No Enrollment,Graduate,Business Degree,2,3.0,Pvt Ltd,1,110,0.0
0.926,Male,Has relevent experience,No Enrollment,Masters,STEM,20,3.0,Pvt Ltd,5,33,0.0
0.897,Not provided,Has relevent experience,No Enrollment,Masters,STEM,14,6.0,Pvt Ltd,5,123,0.0
0.727,Female,No relevent experience,Part time course,Masters,Business Degree,2,4.0,Funded Startup,1,87,0.0
0.91,Male,Has relevent experience,No Enrollment,Masters,Business Degree,20,8.0,Pvt Ltd,1,53,0.0
0.624,Male,No relevent experience,No Enrollment,Graduate,STEM,0,2.0,Funded Startup,1,39,1.0
0.624,Male,No relevent experience,No Enrollment,Primary School,STEM,2,3.0,Pvt Ltd,0,12,1.0
0.899,Not provided,Has relevent experience,No Enrollment,Graduate,Business Degree,2,4.0,Funded Startup,1,28,0.0
0.92,Male,Has relevent experience,Part time course,Graduate,STEM,19,6.0,Public Sector,5,142,0.0
0.92,Male,Has relevent experience,No Enrollment,Graduate,STEM,20,4.0,Pvt Ltd,1,30,0.0
0.647,Female,Has relevent experience,Full time course,Masters,STEM,5,3.0,Pvt Ltd,5,120,1.0
0.878,Male,No relevent experience,Part time course,Graduate,STEM,10,2.0,Early Stage Startup,1,25,0.0
0.624,Not provided,Has relevent experience,No Enrollment,Masters,STEM,20,5.0,Pvt Ltd,5,23,0.0
0.624,Male,Has relevent experience,Full time course,Masters,STEM,1,1.0,Early Stage Startup,1,182,1.0
0.693,Male,Has relevent experience,Full time course,Graduate,STEM,8,3.0,Pvt Ltd,1,11,1.0
0.92,Male,Has relevent experience,No Enrollment,Masters,STEM,4,3.0,Pvt Ltd,1,109,0.0
0.939,Not provided,No relevent experience,No Enrollment,High School,Humanities,4,5.0,Pvt Ltd,0,43,0.0
0.624,Not provided,Has relevent experience,Full time course,Graduate,STEM,9,7.0,NGO,1,33,0.0
0.899,Male,Has relevent experience,Part time course,High School,STEM,2,5.0,Pvt Ltd,1,52,0.0
0.92,Male,Has relevent experience,No Enrollment,Graduate,STEM,8,8.0,Pvt Ltd,5,51,0.0
0.92,Not provided,Has relevent experience,No Enrollment,Graduate,STEM,16,4.0,Pvt Ltd,5,28,0.0
0.926,Male,No relevent experience,Full time course,High School,STEM,6,5.0,Funded Startup,1,18,0.0
0.92,Female,No relevent experience,Full time course,Graduate,STEM,4,5.0,Funded Startup,1,52,0.0
0.913,Male,No relevent experience,No Enrollment,Phd,STEM,20,6.0,Public Sector,4,78,0.0
0.92,Not provided,No relevent experience,No Enrollment,Graduate,Business Degree,20,6.0,Funded Startup,5,50,0.0
0.8270000000000001,Male,Has relevent experience,No Enrollment,Masters,STEM,20,3.0,Funded Startup,1,9,0.0
0.624,Male,No relevent experience,Full time course,Graduate,STEM,3,4.0,Pvt Ltd,0,21,1.0
0.92,Male,Has relevent experience,No Enrollment,Graduate,STEM,10,4.0,Pvt Ltd,2,28,0.0
0.682,Male,Has relevent experience,No Enrollment,Graduate,STEM,5,6.0,Pvt Ltd,0,192,0.0
0.887,Not provided,Has relevent experience,Full time course,Masters,STEM,19,3.0,Funded Startup,2,106,0.0
0.89,Male,Has relevent experience,No Enrollment,Masters,STEM,12,3.0,Pvt Ltd,1,116,0.0
0.624,Male,No relevent experience,Full time course,Graduate,STEM,6,5.0,Pvt Ltd,0,161,1.0
0.836,Male,Has relevent experience,Full time course,Graduate,STEM,2,4.0,Pvt Ltd,1,104,0.0
0.624,Male,Has relevent experience,No Enrollment,Graduate,STEM,8,1.0,Other,1,129,0.0
0.518,Not provided,No relevent experience,Full time course,Graduate,STEM,6,4.0,Public Sector,1,117,1.0
0.624,Female,No relevent experience,Full time course,High School,STEM,3,5.0,Funded Startup,0,242,0.0
0.6659999999999999,Not provided,Has relevent experience,No Enrollment,Graduate,STEM,4,1.0,Pvt Ltd,3,40,0.0
0.92,Male,Has relevent experience,No Enrollment,Graduate,STEM,20,6.0,Pvt Ltd,5,32,0.0
0.92,Male,Has relevent experience,No Enrollment,Graduate,STEM,7,8.0,Pvt Ltd,0,31,0.0
0.92,Male,Has relevent experience,No Enrollment,Graduate,Arts,9,4.0,Other,4,16,0.0
0.92,Male,Has relevent experience,No Enrollment,Graduate,Business Degree,18,3.0,Pvt Ltd,1,92,0.0
0.855,Male,Has relevent experience,No Enrollment,Masters,STEM,7,4.0,Pvt Ltd,2,8,0.0
0.55,Male,Has relevent experience,No Enrollment,Masters,STEM,14,5.0,Funded Startup,2,35,1.0
0.647,Not provided,No relevent experience,No Enrollment,Graduate,STEM,19,4.0,Funded Startup,4,21,0.0
0.804,Male,No relevent experience,No Enrollment,Primary School,Humanities,2,3.0,Pvt Ltd,0,74,0.0
0.884,Male,Has relevent experience,Full time course,Graduate,STEM,13,4.0,NGO,1,100,0.0
0.624,Not provided,Has relevent experience,No Enrollment,Graduate,STEM,2,2.0,Pvt Ltd,1,42,1.0
0.754,Male,No relevent experience,Part time course,Graduate,STEM,7,5.0,Public Sector,1,12,0.0
0.5579999999999999,Male,No relevent experience,Full time course,High School,STEM,4,3.0,Public Sector,1,153,1.0
0.92,Male,Has relevent experience,No Enrollment,Graduate,No Major,4,4.0,Pvt Ltd,1,17,0.0
0.624,Male,Has relevent experience,No Enrollment,Graduate,STEM,12,3.0,Pvt Ltd,5,17,0.0
0.479,Male,Has relevent experience,Full time course,Graduate,STEM,19,5.0,Funded Startup,4,7,1.0
0.487,Male,Has relevent experience,Full time course,Graduate,STEM,6,7.0,Funded Startup,1,170,1.0
0.836,Male,Has relevent experience,No Enrollment,Graduate,STEM,13,3.0,Pvt Ltd,3,20,0.0
0.903,Male,No relevent experience,Full time course,Masters,Humanities,0,5.0,Funded Startup,0,112,1.0
0.698,Male,Has relevent experience,No Enrollment,Masters,STEM,14,1.0,Public Sector,1,21,0.0
0.92,Male,Has relevent experience,No Enrollment,Graduate,STEM,4,4.0,Funded Startup,2,56,0.0
0.895,Male,Has relevent experience,Part time course,High School,Humanities,6,6.0,Pvt Ltd,4,22,0.0
0.92,Male,Has relevent experience,Full time course,Graduate,STEM,12,2.0,Pvt Ltd,5,142,1.0
0.624,Male,Has relevent experience,No Enrollment,Graduate,STEM,5,4.0,Pvt Ltd,4,28,0.0
0.887,Male,Has relevent experience,No Enrollment,Masters,Humanities,20,4.0,Funded Startup,0,15,0.0
0.92,Male,No relevent experience,Full time course,Masters,STEM,10,4.0,Public Sector,1,7,0.0
0.7959999999999999,Male,No relevent experience,Part time course,Primary School,STEM,2,3.0,Pvt Ltd,0,94,0.0
0.804,Male,Has relevent experience,No Enrollment,Graduate,STEM,8,6.0,Pvt Ltd,1,86,0.0
0.92,Female,Has relevent experience,No Enrollment,Masters,STEM,12,8.0,Pvt Ltd,4,44,0.0
0.624,Not provided,Has relevent experience,Part time course,Graduate,STEM,3,8.0,Pvt Ltd,3,210,0.0
0.624,Male,Has relevent experience,No Enrollment,Graduate,STEM,15,5.0,Pvt Ltd,5,30,1.0
0.92,Male,Has relevent experience,No Enrollment,Graduate,No Major,20,4.0,Public Sector,1,61,0.0
0.92,Male,No relevent experience,No Enrollment,Graduate,STEM,5,4.0,Pvt Ltd,2,29,0.0
0.926,Male,Has relevent experience,No Enrollment,Phd,STEM,19,3.0,Pvt Ltd,3,162,0.0
0.92,Male,Has relevent experience,No Enrollment,Masters,STEM,13,3.0,Pvt Ltd,5,36,0.0
0.698,Male,Has relevent experience,No Enrollment,Graduate,STEM,20,4.0,Pvt Ltd,5,51,0.0
0.92,Not provided,Has relevent experience,Full time course,Graduate,STEM,11,3.0,Pvt Ltd,1,170,0.0
0.92,Male,Has relevent experience,No Enrollment,Graduate,STEM,20,7.0,Pvt Ltd,1,8,0.0
0.624,Male,Has relevent experience,Full time course,Graduate,STEM,6,3.0,Pvt Ltd,1,43,1.0
0.92,Not provided,No relevent experience,No Enrollment,Primary School,Humanities,2,3.0,Pvt Ltd,0,146,0.0
0.92,Male,Has relevent experience,No Enrollment,Graduate,STEM,19,8.0,Pvt Ltd,5,135,0.0
0.91,Male,Has relevent experience,No Enrollment,Graduate,STEM,20,6.0,Public Sector,5,23,0.0
0.6659999999999999,Male,Has relevent experience,Full time course,Graduate,STEM,9,4.0,Pvt Ltd,2,10,1.0
0.7759999999999999,Male,Has relevent experience,No Enrollment,High School,Humanities,3,3.0,Pvt Ltd,1,28,0.0
0.738,Not provided,Has relevent experience,No Enrollment,Graduate,STEM,20,4.0,Funded Startup,4,54,0.0
0.92,Male,No relevent experience,No Enrollment,Graduate,STEM,9,8.0,Pvt Ltd,5,68,0.0
0.802,Male,Has relevent experience,No Enrollment,Graduate,STEM,19,3.0,Pvt Ltd,5,87,0.0
0.624,Male,Has relevent experience,No Enrollment,Masters,STEM,9,4.0,Pvt Ltd,4,17,1.0
0.92,Male,Has relevent experience,No Enrollment,Phd,STEM,20,5.0,Funded Startup,5,65,0.0
0.794,Male,Has relevent experience,Full time course,Graduate,STEM,14,4.0,Funded Startup,1,100,0.0
0.926,Male,Has relevent experience,Full time course,High School,STEM,4,4.0,Funded Startup,2,47,0.0
0.91,Not provided,Has relevent experience,No Enrollment,Masters,STEM,20,3.0,Pvt Ltd,3,138,0.0
0.899,Male,Has relevent experience,No Enrollment,Graduate,STEM,20,7.0,Pvt Ltd,1,30,0.0
0.925,Not provided,Has relevent experience,No Enrollment,Masters,STEM,20,4.0,Pvt Ltd,5,106,0.0
0.926,Female,Has relevent experience,Full time course,Masters,STEM,16,6.0,Public Sector,2,14,0.0
0.91,Male,Has relevent experience,Part time course,Graduate,STEM,6,5.0,Pvt Ltd,1,65,0.0
0.92,Male,Has relevent experience,No Enrollment,Graduate,STEM,9,4.0,Pvt Ltd,2,12,0.0
0.92,Female,Has relevent experience,No Enrollment,Graduate,STEM,11,5.0,NGO,5,20,0.0
0.624,Male,Has relevent experience,Full time course,Graduate,STEM,2,4.0,Early Stage Startup,2,51,1.0
0.926,Male,Has relevent experience,No Enrollment,Masters,STEM,20,4.0,Pvt Ltd,2,50,0.0
0.625,Male,No relevent experience,Full time course,Primary School,STEM,3,3.0,Public Sector,1,78,1.0
0.624,Male,No relevent experience,No Enrollment,Masters,STEM,2,2.0,Funded Startup,0,30,1.0
0.92,Not provided,No relevent experience,Full time course,Masters,STEM,7,4.0,Public Sector,2,61,0.0
0.926,Male,Has relevent experience,No Enrollment,High School,STEM,20,2.0,Pvt Ltd,0,21,0.0
0.645,Male,Has relevent experience,Full time course,Graduate,STEM,5,4.0,Pvt Ltd,2,74,1.0
0.624,Male,Has relevent experience,No Enrollment,Masters,STEM,17,6.0,Pvt Ltd,1,134,0.0
0.754,Male,Has relevent experience,No Enrollment,Graduate,STEM,20,1.0,Pvt Ltd,1,41,0.0
0.897,Male,Has relevent experience,No Enrollment,Masters,STEM,15,6.0,Pvt Ltd,4,132,0.0
0.55,Male,Has relevent experience,Full time course,Graduate,STEM,10,3.0,Pvt Ltd,2,142,1.0
0.92,Male,No relevent experience,Full time course,Graduate,STEM,10,4.0,Public Sector,1,4,0.0
0.804,Male,Has relevent experience,No Enrollment,Graduate,STEM,6,7.0,Pvt Ltd,1,210,0.0
0.897,Male,Has relevent experience,No Enrollment,Masters,STEM,15,6.0,Pvt Ltd,1,15,0.0
0.92,Male,Has relevent experience,No Enrollment,High School,STEM,20,1.0,Pvt Ltd,3,67,0.0
0.73,Male,Has relevent experience,No Enrollment,Graduate,STEM,11,4.0,Public Sector,5,21,0.0
0.8959999999999999,Not provided,Has relevent experience,No Enrollment,Masters,STEM,17,4.0,Funded Startup,0,44,0.0
0.939,Male,Has relevent experience,No Enrollment,Graduate,STEM,20,8.0,Pvt Ltd,2,21,0.0
0.91,Male,Has relevent experience,No Enrollment,Masters,STEM,20,5.0,Pvt Ltd,5,66,0.0
0.91,Male,Has relevent experience,No Enrollment,Graduate,STEM,14,3.0,Pvt Ltd,1,43,0.0
0.624,Male,Has relevent experience,Full time course,Graduate,STEM,12,5.0,Pvt Ltd,2,10,1.0
0.624,Male,Has relevent experience,No Enrollment,Graduate,STEM,6,8.0,Pvt Ltd,3,68,1.0
0.887,Not provided,Has relevent experience,No Enrollment,Masters,STEM,20,4.0,Funded Startup,2,39,0.0
0.843,Male,Has relevent experience,No Enrollment,Graduate,STEM,5,2.0,Funded Startup,1,10,0.0
0.516,Male,Has relevent experience,Full time course,Graduate,STEM,11,5.0,Funded Startup,5,2,1.0
0.682,Not provided,No relevent experience,Full time course,High School,STEM,3,7.0,Pvt Ltd,0,29,0.0
0.624,Not provided,Has relevent experience,No Enrollment,Graduate,STEM,4,4.0,Pvt Ltd,0,2,1.0
0.926,Female,Has relevent experience,No Enrollment,Masters,Humanities,18,3.0,Pvt Ltd,5,78,0.0
0.92,Other,No relevent experience,Full time course,Graduate,Other,5,1.0,NGO,1,2,0.0
0.764,Male,Has relevent experience,No Enrollment,High School,Humanities,4,2.0,Pvt Ltd,1,114,0.0
0.624,Not provided,Has relevent experience,No Enrollment,Graduate,STEM,7,5.0,Pvt Ltd,1,108,1.0
0.802,Male,Has relevent experience,No Enrollment,Graduate,STEM,13,4.0,Pvt Ltd,0,84,0.0
0.92,Not provided,Has relevent experience,No Enrollment,Graduate,Arts,16,1.0,Pvt Ltd,5,36,0.0
0.887,Male,Has relevent experience,No Enrollment,Primary School,STEM,4,2.0,Pvt Ltd,1,14,0.0
0.92,Male,Has relevent experience,Full time course,Graduate,STEM,7,5.0,Pvt Ltd,1,15,0.0
0.897,Male,Has relevent experience,No Enrollment,Masters,STEM,13,8.0,Pvt Ltd,0,73,0.0
0.92,Female,Has relevent experience,No Enrollment,Graduate,STEM,12,3.0,Funded Startup,1,32,0.0
0.92,Male,Has relevent experience,No Enrollment,Masters,STEM,20,5.0,Funded Startup,5,52,0.0
