Time,TimeQuarter,Industry,Demand
2020.5,2020 Q3,Retail Trade,1125.0
2020.5,2020 Q3,Land Transport & Supporting Services,491.666666666667
2020.5,2020 Q3,Water Transport & Supporting Services,233.333333333333
2020.5,2020 Q3,Air Transport & Supporting Services,62.5
2020.5,2020 Q3,Other Transportation & Storage Services,283.333333333333
2020.5,2020 Q3,Accommodation,737.5
2020.5,2020 Q3,Food & Beverage Services,3112.5
2020.5,2020 Q3,"Telecommunications, Broadcasting & Publishing",450.0
2020.5,2020 Q3,IT & Other Information Services,3320.83333333333
2020.5,2020 Q3,Financial Services,4016.66666666667
2020.5,2020 Q3,Insurance Services,487.5
2020.5,2020 Q3,Real Estate Services,875.0
2020.5,2020 Q3,"Legal, Accounting & Management Services",2158.33333333333
2020.5,2020 Q3,Architectural & Engineering Services,362.5
2020.5,2020 Q3,Other Professional Services,262.5
2020.5,2020 Q3,Security & Investigation,1475.0
2020.5,2020 Q3,Cleaning & Landscaping,1170.83333333333
2020.5,2020 Q3,Other Administrative & Support Services,1508.33333333333
2020.5,2020 Q3,Public Administration & Education,6300.0
2020.5,2020 Q3,Health & Social Services,3212.5
2020.5,2020 Q3,"Arts, Entertainment & Recreation",495.833333333333
2020.5,2020 Q3,"Other Community, Social & Personal Services",420.833333333333
2020.5,2020 Q3,Others,387.5
2020.75,2020 Q4,"Food, Beverages & Tobacco",1054.16666666667
2020.75,2020 Q4,Paper/Rubber/Plastic Products & Printing,420.833333333333
2020.75,2020 Q4,"Petroleum, Chemical & Pharmaceutical Products",383.333333333333
2020.75,2020 Q4,"Fabricated Metal Products, Machinery & Equipment",1208.33333333333
2020.75,2020 Q4,"Electronic, Computer & Optical Products",887.5
2020.75,2020 Q4,Transport Equipment,366.666666666667
2020.75,2020 Q4,Other Manufacturing Industries,929.166666666667
2020.75,2020 Q4,Construction,3725.0
2020.75,2020 Q4,Wholesale Trade,3025.0
2020.75,2020 Q4,Retail Trade,2233.33333333333
2020.75,2020 Q4,Land Transport & Supporting Services,466.666666666667
2020.75,2020 Q4,Water Transport & Supporting Services,437.5
2020.75,2020 Q4,Air Transport & Supporting Services,54.1666666666667
2020.75,2020 Q4,Other Transportation & Storage Services,854.166666666667
2020.75,2020 Q4,Accommodation,816.666666666667
2020.75,2020 Q4,Food & Beverage Services,3995.83333333333
2020.75,2020 Q4,"Telecommunications, Broadcasting & Publishing",608.333333333333
2020.75,2020 Q4,IT & Other Information Services,4512.5
2020.75,2020 Q4,Financial Services,4075.0
2020.75,2020 Q4,Insurance Services,387.5
2020.75,2020 Q4,Real Estate Services,1208.33333333333
2020.75,2020 Q4,"Legal, Accounting & Management Services",2695.83333333333
2020.75,2020 Q4,Architectural & Engineering Services,820.833333333333
2020.75,2020 Q4,Other Professional Services,375.0
2020.75,2020 Q4,Security & Investigation,1870.83333333333
2020.75,2020 Q4,Cleaning & Landscaping,1591.66666666667
2020.75,2020 Q4,Other Administrative & Support Services,1216.66666666667
2020.75,2020 Q4,Public Administration & Education,7170.83333333333
2020.75,2020 Q4,Health & Social Services,4354.16666666667
2020.75,2020 Q4,"Arts, Entertainment & Recreation",854.166666666667
2020.75,2020 Q4,"Other Community, Social & Personal Services",741.666666666667
2020.75,2020 Q4,Others,404.166666666667
2021.0,2021 Q1,"Food, Beverages & Tobacco",1033.33333333333
2021.0,2021 Q1,Paper/Rubber/Plastic Products & Printing,408.333333333333
2021.0,2021 Q1,"Petroleum, Chemical & Pharmaceutical Products",516.666666666667
2021.0,2021 Q1,"Fabricated Metal Products, Machinery & Equipment",1179.16666666667
2021.0,2021 Q1,"Electronic, Computer & Optical Products",1304.16666666667
2021.0,2021 Q1,Transport Equipment,470.833333333333
2021.0,2021 Q1,Other Manufacturing Industries,1050.0
2021.0,2021 Q1,Construction,5250.0
2021.0,2021 Q1,Wholesale Trade,2975.0
2021.0,2021 Q1,Retail Trade,2075.0
2021.0,2021 Q1,Land Transport & Supporting Services,362.5
2021.0,2021 Q1,Water Transport & Supporting Services,658.333333333333
2021.0,2021 Q1,Air Transport & Supporting Services,33.3333333333333
2021.0,2021 Q1,Other Transportation & Storage Services,995.833333333333
2021.0,2021 Q1,Accommodation,412.5
2021.0,2021 Q1,Food & Beverage Services,3800.0
2021.0,2021 Q1,"Telecommunications, Broadcasting & Publishing",729.166666666667
2021.0,2021 Q1,IT & Other Information Services,4316.66666666667
2021.0,2021 Q1,Financial Services,3279.16666666667
2021.0,2021 Q1,Insurance Services,379.166666666667
2021.0,2021 Q1,Real Estate Services,987.5
2021.0,2021 Q1,"Legal, Accounting & Management Services",2275.0
2021.0,2021 Q1,Architectural & Engineering Services,795.833333333333
2021.0,2021 Q1,Other Professional Services,500.0
2021.0,2021 Q1,Security & Investigation,1279.16666666667
2021.0,2021 Q1,Cleaning & Landscaping,1520.83333333333
2021.0,2021 Q1,Other Administrative & Support Services,954.166666666667
2021.0,2021 Q1,Public Administration & Education,7529.16666666667
2021.0,2021 Q1,Health & Social Services,4779.16666666667
2021.0,2021 Q1,"Arts, Entertainment & Recreation",954.166666666667
2021.0,2021 Q1,"Other Community, Social & Personal Services",795.833333333333
2021.0,2021 Q1,Others,187.5
2021.25,2021 Q2,"Food, Beverages & Tobacco",808.333333333333
2021.25,2021 Q2,Paper/Rubber/Plastic Products & Printing,745.833333333333
2021.25,2021 Q2,"Petroleum, Chemical & Pharmaceutical Products",470.833333333333
2021.25,2021 Q2,"Fabricated Metal Products, Machinery & Equipment",2520.83333333333
2021.25,2021 Q2,"Electronic, Computer & Optical Products",1725.0
2021.25,2021 Q2,Transport Equipment,1279.16666666667
2021.25,2021 Q2,Other Manufacturing Industries,1354.16666666667
2021.25,2021 Q2,Construction,6987.5
2021.25,2021 Q2,Wholesale Trade,4287.5
2021.25,2021 Q2,Retail Trade,2275.0
2021.25,2021 Q2,Land Transport & Supporting Services,566.666666666667
2021.25,2021 Q2,Water Transport & Supporting Services,1154.16666666667
2021.25,2021 Q2,Air Transport & Supporting Services,41.6666666666667
2021.25,2021 Q2,Other Transportation & Storage Services,1375.0
2021.25,2021 Q2,Accommodation,854.166666666667
2021.25,2021 Q2,Food & Beverage Services,4879.16666666667
2021.25,2021 Q2,"Telecommunications, Broadcasting & Publishing",916.666666666667
2021.25,2021 Q2,IT & Other Information Services,5383.33333333333
2021.25,2021 Q2,Financial Services,5045.83333333333
2021.25,2021 Q2,Insurance Services,608.333333333333
2021.25,2021 Q2,Real Estate Services,1004.16666666667
2021.25,2021 Q2,"Legal, Accounting & Management Services",2787.5
2021.25,2021 Q2,Architectural & Engineering Services,1212.5
2021.25,2021 Q2,Other Professional Services,816.666666666667
2021.25,2021 Q2,Security & Investigation,1637.5
2021.25,2021 Q2,Cleaning & Landscaping,1120.83333333333
2021.25,2021 Q2,Other Administrative & Support Services,1012.5
2021.25,2021 Q2,Public Administration & Education,8512.5
2021.25,2021 Q2,Health & Social Services,4708.33333333333
2021.25,2021 Q2,"Arts, Entertainment & Recreation",1012.5
2021.25,2021 Q2,"Other Community, Social & Personal Services",950.0
2021.25,2021 Q2,Others,529.166666666667
2021.5,2021 Q3,"Food, Beverages & Tobacco",1491.66666666667
2021.5,2021 Q3,Paper/Rubber/Plastic Products & Printing,1520.83333333333
2021.5,2021 Q3,"Petroleum, Chemical & Pharmaceutical Products",1033.33333333333
2021.5,2021 Q3,"Fabricated Metal Products, Machinery & Equipment",4675.0
2021.5,2021 Q3,"Electronic, Computer & Optical Products",3333.33333333333
2021.5,2021 Q3,Transport Equipment,2537.5
2021.5,2021 Q3,Other Manufacturing Industries,1450.0
2021.5,2021 Q3,Construction,12604.1666666667
2021.5,2021 Q3,Wholesale Trade,5662.5
2021.5,2021 Q3,Retail Trade,3350.0
2021.5,2021 Q3,Land Transport & Supporting Services,1241.66666666667
2021.5,2021 Q3,Water Transport & Supporting Services,950.0
2021.5,2021 Q3,Air Transport & Supporting Services,666.666666666667
2021.5,2021 Q3,Other Transportation & Storage Services,1737.5
2021.5,2021 Q3,Accommodation,716.666666666667
2021.5,2021 Q3,Food & Beverage Services,4566.66666666667
2021.5,2021 Q3,"Telecommunications, Broadcasting & Publishing",1354.16666666667
2021.5,2021 Q3,IT & Other Information Services,7866.66666666667
2021.5,2021 Q3,Financial Services,6741.66666666667
2021.5,2021 Q3,Insurance Services,462.5
2021.5,2021 Q3,Real Estate Services,1550.0
2021.5,2021 Q3,"Legal, Accounting & Management Services",4420.83333333333
2021.5,2021 Q3,Architectural & Engineering Services,2345.83333333333
2021.5,2021 Q3,Other Professional Services,670.833333333333
2021.5,2021 Q3,Security & Investigation,1829.16666666667
2021.5,2021 Q3,Cleaning & Landscaping,2387.5
2021.5,2021 Q3,Other Administrative & Support Services,2100.0
2021.5,2021 Q3,Public Administration & Education,9987.5
2021.5,2021 Q3,Health & Social Services,5150.0
2021.5,2021 Q3,"Arts, Entertainment & Recreation",1091.66666666667
2021.5,2021 Q3,"Other Community, Social & Personal Services",1220.83333333333
2021.5,2021 Q3,Others,829.166666666667
2021.75,2021 Q4,"Food, Beverages & Tobacco",1529.16666666667
2021.75,2021 Q4,Paper/Rubber/Plastic Products & Printing,916.666666666667
2021.75,2021 Q4,"Petroleum, Chemical & Pharmaceutical Products",804.166666666667
2021.75,2021 Q4,"Fabricated Metal Products, Machinery & Equipment",3608.33333333333
2021.75,2021 Q4,"Electronic, Computer & Optical Products",3191.66666666667
2021.75,2021 Q4,Transport Equipment,1745.83333333333
2021.75,2021 Q4,Other Manufacturing Industries,1850.0
2021.75,2021 Q4,Construction,12445.8333333333
2021.75,2021 Q4,Wholesale Trade,6200.0
2021.75,2021 Q4,Retail Trade,4900.0
2021.75,2021 Q4,Land Transport & Supporting Services,1704.16666666667
2021.75,2021 Q4,Water Transport & Supporting Services,1275.0
2021.75,2021 Q4,Air Transport & Supporting Services,1370.83333333333
2021.75,2021 Q4,Other Transportation & Storage Services,2466.66666666667
2021.75,2021 Q4,Accommodation,1320.83333333333
2021.75,2021 Q4,Food & Beverage Services,7158.33333333333
2021.75,2021 Q4,"Telecommunications, Broadcasting & Publishing",1204.16666666667
2021.75,2021 Q4,IT & Other Information Services,7616.66666666667
2021.75,2021 Q4,Financial Services,6779.16666666667
2021.75,2021 Q4,Insurance Services,600.0
2021.75,2021 Q4,Real Estate Services,1958.33333333333
2021.75,2021 Q4,"Legal, Accounting & Management Services",5337.5
2021.75,2021 Q4,Architectural & Engineering Services,2187.5
2021.75,2021 Q4,Other Professional Services,1020.83333333333
2021.75,2021 Q4,Security & Investigation,1637.5
2021.75,2021 Q4,Cleaning & Landscaping,2816.66666666667
2021.75,2021 Q4,Other Administrative & Support Services,3291.66666666667
2021.75,2021 Q4,Public Administration & Education,9883.33333333333
2021.75,2021 Q4,Health & Social Services,6916.66666666667
2021.75,2021 Q4,"Arts, Entertainment & Recreation",1987.5
2021.75,2021 Q4,"Other Community, Social & Personal Services",1362.5
2021.75,2021 Q4,Others,950.0
2022.0,2022 Q1,"Food, Beverages & Tobacco",1816.66666666667
2022.0,2022 Q1,Paper/Rubber/Plastic Products & Printing,1166.66666666667
2022.0,2022 Q1,"Petroleum, Chemical & Pharmaceutical Products",1158.33333333333
2022.0,2022 Q1,"Fabricated Metal Products, Machinery & Equipment",3254.16666666667
2022.0,2022 Q1,"Electronic, Computer & Optical Products",3070.83333333333
2022.0,2022 Q1,Transport Equipment,2054.16666666667
2022.0,2022 Q1,Other Manufacturing Industries,1900.0
2022.0,2022 Q1,Construction,13083.3333333333
2022.0,2022 Q1,Wholesale Trade,5887.5
2022.0,2022 Q1,Retail Trade,5129.16666666667
2022.0,2022 Q1,Land Transport & Supporting Services,1237.5
2022.0,2022 Q1,Water Transport & Supporting Services,1379.16666666667
2022.0,2022 Q1,Air Transport & Supporting Services,1420.83333333333
2022.0,2022 Q1,Other Transportation & Storage Services,3150.0
2022.0,2022 Q1,Accommodation,1791.66666666667
2022.0,2022 Q1,Food & Beverage Services,7337.5
2022.0,2022 Q1,"Telecommunications, Broadcasting & Publishing",2841.66666666667
2022.0,2022 Q1,IT & Other Information Services,9070.83333333333
2022.0,2022 Q1,Financial Services,13379.1666666667
2022.0,2022 Q1,Insurance Services,716.666666666667
2022.0,2022 Q1,Real Estate Services,1825.0
2022.0,2022 Q1,"Legal, Accounting & Management Services",5691.66666666667
2022.0,2022 Q1,Architectural & Engineering Services,2504.16666666667
2022.0,2022 Q1,Other Professional Services,833.333333333333
2022.0,2022 Q1,Security & Investigation,1741.66666666667
2022.0,2022 Q1,Cleaning & Landscaping,2175.0
2022.0,2022 Q1,Other Administrative & Support Services,3437.5
2022.0,2022 Q1,Public Administration & Education,9950.0
2022.0,2022 Q1,Health & Social Services,6783.33333333333
2022.0,2022 Q1,"Arts, Entertainment & Recreation",2070.83333333333
2022.0,2022 Q1,"Other Community, Social & Personal Services",966.666666666667
2022.0,2022 Q1,Others,716.666666666667
2022.25,2022 Q2,"Food, Beverages & Tobacco",1891.66666666667
2022.25,2022 Q2,Paper/Rubber/Plastic Products & Printing,1283.33333333333
2022.25,2022 Q2,"Petroleum, Chemical & Pharmaceutical Products",1129.16666666667
2022.25,2022 Q2,"Fabricated Metal Products, Machinery & Equipment",4050.0
2022.25,2022 Q2,"Electronic, Computer & Optical Products",3212.5
2022.25,2022 Q2,Transport Equipment,2058.33333333333
2022.25,2022 Q2,Other Manufacturing Industries,1533.33333333333
2022.25,2022 Q2,Construction,13079.1666666667
2022.25,2022 Q2,Wholesale Trade,6908.33333333333
2022.25,2022 Q2,Retail Trade,5125.0
2022.25,2022 Q2,Land Transport & Supporting Services,1812.5
2022.25,2022 Q2,Water Transport & Supporting Services,1587.5
2022.25,2022 Q2,Air Transport & Supporting Services,1100.0
2022.25,2022 Q2,Other Transportation & Storage Services,3916.66666666667
2022.25,2022 Q2,Accommodation,2133.33333333333
2022.25,2022 Q2,Food & Beverage Services,8200.0
2022.25,2022 Q2,"Telecommunications, Broadcasting & Publishing",2529.16666666667
2022.25,2022 Q2,IT & Other Information Services,9887.5
2022.25,2022 Q2,Financial Services,12804.1666666667
2022.25,2022 Q2,Insurance Services,820.833333333333
2022.25,2022 Q2,Real Estate Services,1958.33333333333
2022.25,2022 Q2,"Legal, Accounting & Management Services",6529.16666666667
2022.25,2022 Q2,Architectural & Engineering Services,2775.0
2022.25,2022 Q2,Other Professional Services,1025.0
2022.25,2022 Q2,Security & Investigation,2187.5
2022.25,2022 Q2,Cleaning & Landscaping,2420.83333333333
2022.25,2022 Q2,Other Administrative & Support Services,3254.16666666667
2022.25,2022 Q2,Public Administration & Education,10579.1666666667
2022.25,2022 Q2,Health & Social Services,8075.0
2022.25,2022 Q2,"Arts, Entertainment & Recreation",2004.16666666667
2022.25,2022 Q2,"Other Community, Social & Personal Services",2379.16666666667
2022.25,2022 Q2,Others,950.0
2022.5,2022 Q3,"Food, Beverages & Tobacco",1904.16666666667
2022.5,2022 Q3,Paper/Rubber/Plastic Products & Printing,837.5
2022.5,2022 Q3,"Petroleum, Chemical & Pharmaceutical Products",1258.33333333333
2022.5,2022 Q3,"Fabricated Metal Products, Machinery & Equipment",4979.16666666667
2022.5,2022 Q3,"Electronic, Computer & Optical Products",3775.0
2022.5,2022 Q3,Transport Equipment,2500.0
2022.5,2022 Q3,Other Manufacturing Industries,1462.5
2022.5,2022 Q3,Construction,12516.6666666667
2022.5,2022 Q3,Wholesale Trade,7116.66666666667
2022.5,2022 Q3,Retail Trade,6016.66666666667
2022.5,2022 Q3,Land Transport & Supporting Services,1579.16666666667
2022.5,2022 Q3,Water Transport & Supporting Services,1458.33333333333
2022.5,2022 Q3,Air Transport & Supporting Services,1870.83333333333
2022.5,2022 Q3,Other Transportation & Storage Services,3583.33333333333
2022.5,2022 Q3,Accommodation,2166.66666666667
2022.5,2022 Q3,Food & Beverage Services,9554.16666666667
2022.5,2022 Q3,"Telecommunications, Broadcasting & Publishing",2429.16666666667
2022.5,2022 Q3,IT & Other Information Services,10333.3333333333
2022.5,2022 Q3,Financial Services,10083.3333333333
2022.5,2022 Q3,Insurance Services,904.166666666667
2022.5,2022 Q3,Real Estate Services,2287.5
2022.5,2022 Q3,"Legal, Accounting & Management Services",5833.33333333333
2022.5,2022 Q3,Architectural & Engineering Services,3387.5
2022.5,2022 Q3,Other Professional Services,1625.0
2022.5,2022 Q3,Security & Investigation,2179.16666666667
2022.5,2022 Q3,Cleaning & Landscaping,1962.5
2022.5,2022 Q3,Other Administrative & Support Services,4500.0
2022.5,2022 Q3,Public Administration & Education,11441.6666666667
2022.5,2022 Q3,Health & Social Services,8504.16666666667
2022.5,2022 Q3,"Arts, Entertainment & Recreation",2104.16666666667
2022.5,2022 Q3,"Other Community, Social & Personal Services",2641.66666666667
2022.5,2022 Q3,Others,604.166666666667
2022.75,2022 Q4,"Food, Beverages & Tobacco",1604.16666666667
2022.75,2022 Q4,Paper/Rubber/Plastic Products & Printing,737.5
2022.75,2022 Q4,"Petroleum, Chemical & Pharmaceutical Products",1058.33333333333
2022.75,2022 Q4,"Fabricated Metal Products, Machinery & Equipment",4879.16666666667
2022.75,2022 Q4,"Electronic, Computer & Optical Products",2775.0
2022.75,2022 Q4,Transport Equipment,1900.0
2022.75,2022 Q4,Other Manufacturing Industries,1562.5
2022.75,2022 Q4,Construction,10416.6666666667
2022.75,2022 Q4,Wholesale Trade,6216.66666666667
2022.75,2022 Q4,Retail Trade,5116.66666666667
2022.75,2022 Q4,Land Transport & Supporting Services,1879.16666666667
2022.75,2022 Q4,Water Transport & Supporting Services,1458.33333333333
2022.75,2022 Q4,Air Transport & Supporting Services,1770.83333333333
2022.75,2022 Q4,Other Transportation & Storage Services,3383.33333333333
2022.75,2022 Q4,Accommodation,1866.66666666667
2022.75,2022 Q4,Food & Beverage Services,8154.16666666667
2022.75,2022 Q4,"Telecommunications, Broadcasting & Publishing",1929.16666666667
2022.75,2022 Q4,IT & Other Information Services,8233.33333333333
2022.75,2022 Q4,Financial Services,8583.33333333333
2022.75,2022 Q4,Insurance Services,904.166666666667
2022.75,2022 Q4,Real Estate Services,2287.5
2022.75,2022 Q4,"Legal, Accounting & Management Services",5233.33333333333
2022.75,2022 Q4,Architectural & Engineering Services,2587.5
2022.75,2022 Q4,Other Professional Services,1325.0
2022.75,2022 Q4,Security & Investigation,2079.16666666667
2022.75,2022 Q4,Cleaning & Landscaping,2362.5
2022.75,2022 Q4,Other Administrative & Support Services,3000.0
2022.75,2022 Q4,Public Administration & Education,10041.6666666667
2022.75,2022 Q4,Health & Social Services,8204.16666666667
2022.75,2022 Q4,"Arts, Entertainment & Recreation",2304.16666666667
2022.75,2022 Q4,"Other Community, Social & Personal Services",2341.66666666667
2022.75,2022 Q4,Others,604.166666666667
2023.0,2023 Q1,"Food, Beverages & Tobacco",1716.66666666667
2023.0,2023 Q1,Paper/Rubber/Plastic Products & Printing,750.0
2023.0,2023 Q1,"Petroleum, Chemical & Pharmaceutical Products",1133.33333333333
2023.0,2023 Q1,"Fabricated Metal Products, Machinery & Equipment",5200.0
2023.0,2023 Q1,"Electronic, Computer & Optical Products",3000.0
2023.0,2023 Q1,Transport Equipment,2033.33333333333
2023.0,2023 Q1,Other Manufacturing Industries,1633.33333333333
2023.0,2023 Q1,Construction,11283.3333333333
2023.0,2023 Q1,Wholesale Trade,6566.66666666667
2023.0,2023 Q1,Retail Trade,5500.0
2023.0,2023 Q1,Land Transport & Supporting Services,1950.0
2023.0,2023 Q1,Water Transport & Supporting Services,1500.0
2023.0,2023 Q1,Air Transport & Supporting Services,1883.33333333333
2023.0,2023 Q1,Other Transportation & Storage Services,3566.66666666667
2023.0,2023 Q1,Accommodation,1800.0
2023.0,2023 Q1,Food & Beverage Services,8683.33333333333
2023.0,2023 Q1,"Telecommunications, Broadcasting & Publishing",2050.0
2023.0,2023 Q1,IT & Other Information Services,8766.66666666667
2023.0,2023 Q1,Financial Services,8633.33333333333
2023.0,2023 Q1,Insurance Services,900.0
2023.0,2023 Q1,Real Estate Services,2400.0
2023.0,2023 Q1,"Legal, Accounting & Management Services",5416.66666666667
2023.0,2023 Q1,Architectural & Engineering Services,2800.0
2023.0,2023 Q1,Other Professional Services,1516.66666666667
2023.0,2023 Q1,Security & Investigation,2183.33333333333
2023.0,2023 Q1,Cleaning & Landscaping,2400.0
2023.0,2023 Q1,Other Administrative & Support Services,3400.0
2023.0,2023 Q1,Public Administration & Education,10683.3333333333
2023.0,2023 Q1,Health & Social Services,8650.0
2023.0,2023 Q1,"Arts, Entertainment & Recreation",2416.66666666667
2023.0,2023 Q1,"Other Community, Social & Personal Services",2500.0
2023.0,2023 Q1,Others,583.333333333333
2023.25,2023 Q2,"Food, Beverages & Tobacco",1837.5
2023.25,2023 Q2,Paper/Rubber/Plastic Products & Printing,737.5
2023.25,2023 Q2,"Petroleum, Chemical & Pharmaceutical Products",1225.0
2023.25,2023 Q2,"Fabricated Metal Products, Machinery & Equipment",5562.5
2023.25,2023 Q2,"Electronic, Computer & Optical Products",3275.0
2023.25,2023 Q2,Transport Equipment,2200.0
2023.25,2023 Q2,Other Manufacturing Industries,1712.5
2023.25,2023 Q2,Construction,12200.0
2023.25,2023 Q2,Wholesale Trade,6950.0
2023.25,2023 Q2,Retail Trade,5950.0
2023.25,2023 Q2,Land Transport & Supporting Services,2012.5
2023.25,2023 Q2,Water Transport & Supporting Services,1525.0
2023.25,2023 Q2,Air Transport & Supporting Services,2037.5
2023.25,2023 Q2,Other Transportation & Storage Services,3750.0
2023.25,2023 Q2,Accommodation,1700.0
2023.25,2023 Q2,Food & Beverage Services,9287.5
2023.25,2023 Q2,"Telecommunications, Broadcasting & Publishing",2162.5
2023.25,2023 Q2,IT & Other Information Services,9300.0
2023.25,2023 Q2,Financial Services,8450.0
2023.25,2023 Q2,Insurance Services,887.5
2023.25,2023 Q2,Real Estate Services,2537.5
2023.25,2023 Q2,"Legal, Accounting & Management Services",5550.0
2023.25,2023 Q2,Architectural & Engineering Services,3037.5
2023.25,2023 Q2,Other Professional Services,1775.0
2023.25,2023 Q2,Security & Investigation,2312.5
2023.25,2023 Q2,Cleaning & Landscaping,2412.5
2023.25,2023 Q2,Other Administrative & Support Services,3900.0
2023.25,2023 Q2,Public Administration & Education,11425.0
2023.25,2023 Q2,Health & Social Services,9137.5
2023.25,2023 Q2,"Arts, Entertainment & Recreation",2537.5
2023.25,2023 Q2,"Other Community, Social & Personal Services",2675.0
2023.25,2023 Q2,Others,537.5
2023.5,2023 Q3,"Food, Beverages & Tobacco",1966.66666666667
2023.5,2023 Q3,Paper/Rubber/Plastic Products & Printing,700.0
2023.5,2023 Q3,"Petroleum, Chemical & Pharmaceutical Products",1333.33333333333
2023.5,2023 Q3,"Fabricated Metal Products, Machinery & Equipment",5966.66666666667
2023.5,2023 Q3,"Electronic, Computer & Optical Products",3600.0
2023.5,2023 Q3,Transport Equipment,2400.0
2023.5,2023 Q3,Other Manufacturing Industries,1800.0
2023.5,2023 Q3,Construction,13166.6666666667
2023.5,2023 Q3,Wholesale Trade,7366.66666666667
2023.5,2023 Q3,Retail Trade,6466.66666666667
2023.5,2023 Q3,Land Transport & Supporting Services,2066.66666666667
2023.5,2023 Q3,Water Transport & Supporting Services,1533.33333333333
2023.5,2023 Q3,Air Transport & Supporting Services,2233.33333333333
2023.5,2023 Q3,Other Transportation & Storage Services,3933.33333333333
2023.5,2023 Q3,Accommodation,1566.66666666667
2023.5,2023 Q3,Food & Beverage Services,9966.66666666667
2023.5,2023 Q3,"Telecommunications, Broadcasting & Publishing",2266.66666666667
2023.5,2023 Q3,IT & Other Information Services,9833.33333333333
2023.5,2023 Q3,Financial Services,8033.33333333333
2023.5,2023 Q3,Insurance Services,866.666666666667
2023.5,2023 Q3,Real Estate Services,2700.0
2023.5,2023 Q3,"Legal, Accounting & Management Services",5633.33333333333
2023.5,2023 Q3,Architectural & Engineering Services,3300.0
2023.5,2023 Q3,Other Professional Services,2100.0
2023.5,2023 Q3,Security & Investigation,2466.66666666667
2023.5,2023 Q3,Cleaning & Landscaping,2400.0
2023.5,2023 Q3,Other Administrative & Support Services,4500.0
2023.5,2023 Q3,Public Administration & Education,12266.6666666667
2023.5,2023 Q3,Health & Social Services,9666.66666666667
2023.5,2023 Q3,"Arts, Entertainment & Recreation",2666.66666666667
2023.5,2023 Q3,"Other Community, Social & Personal Services",2866.66666666667
2023.5,2023 Q3,Others,466.666666666667
2023.75,2023 Q4,"Food, Beverages & Tobacco",2104.16666666667
2023.75,2023 Q4,Paper/Rubber/Plastic Products & Printing,637.5
2023.75,2023 Q4,"Petroleum, Chemical & Pharmaceutical Products",1458.33333333333
2023.75,2023 Q4,"Fabricated Metal Products, Machinery & Equipment",6412.5
2023.75,2023 Q4,"Electronic, Computer & Optical Products",3975.0
2023.75,2023 Q4,Transport Equipment,2633.33333333333
2023.75,2023 Q4,Other Manufacturing Industries,1895.83333333333
2023.75,2023 Q4,Construction,14183.3333333333
2023.75,2023 Q4,Wholesale Trade,7816.66666666667
2023.75,2023 Q4,Retail Trade,7050.0
2023.75,2023 Q4,Land Transport & Supporting Services,2112.5
2023.75,2023 Q4,Water Transport & Supporting Services,1525.0
2023.75,2023 Q4,Air Transport & Supporting Services,2470.83333333333
2023.75,2023 Q4,Other Transportation & Storage Services,4116.66666666667
2023.75,2023 Q4,Accommodation,1400.0
2023.75,2023 Q4,Food & Beverage Services,10720.8333333333
2023.75,2023 Q4,"Telecommunications, Broadcasting & Publishing",2362.5
2023.75,2023 Q4,IT & Other Information Services,10366.6666666667
2023.75,2023 Q4,Financial Services,7383.33333333333
2023.75,2023 Q4,Insurance Services,837.5
2023.75,2023 Q4,Real Estate Services,2887.5
2023.75,2023 Q4,"Legal, Accounting & Management Services",5666.66666666667
2023.75,2023 Q4,Architectural & Engineering Services,3587.5
2023.75,2023 Q4,Other Professional Services,2491.66666666667
2023.75,2023 Q4,Security & Investigation,2645.83333333333
2023.75,2023 Q4,Cleaning & Landscaping,2362.5
2023.75,2023 Q4,Other Administrative & Support Services,5200.0
2023.75,2023 Q4,Public Administration & Education,13208.3333333333
2023.75,2023 Q4,Health & Social Services,10237.5
2023.75,2023 Q4,"Arts, Entertainment & Recreation",2804.16666666667
2023.75,2023 Q4,"Other Community, Social & Personal Services",3075.0
2023.75,2023 Q4,Others,370.833333333333
2024.0,2024 Q1,"Food, Beverages & Tobacco",2250.0
2024.0,2024 Q1,Paper/Rubber/Plastic Products & Printing,550.0
2024.0,2024 Q1,"Petroleum, Chemical & Pharmaceutical Products",1600.0
2024.0,2024 Q1,"Fabricated Metal Products, Machinery & Equipment",6900.0
2024.0,2024 Q1,"Electronic, Computer & Optical Products",4400.0
2024.0,2024 Q1,Transport Equipment,2900.0
2024.0,2024 Q1,Other Manufacturing Industries,2000.0
2024.0,2024 Q1,Construction,15250.0
2024.0,2024 Q1,Wholesale Trade,8300.0
2024.0,2024 Q1,Retail Trade,7700.0
2024.0,2024 Q1,Land Transport & Supporting Services,2150.0
2024.0,2024 Q1,Water Transport & Supporting Services,1500.0
2024.0,2024 Q1,Air Transport & Supporting Services,2750.0
2024.0,2024 Q1,Other Transportation & Storage Services,4300.0
2024.0,2024 Q1,Accommodation,1200.0
2024.0,2024 Q1,Food & Beverage Services,11550.0
2024.0,2024 Q1,"Telecommunications, Broadcasting & Publishing",2450.0
2024.0,2024 Q1,IT & Other Information Services,10900.0
2024.0,2024 Q1,Financial Services,6500.0
2024.0,2024 Q1,Insurance Services,800.0
2024.0,2024 Q1,Real Estate Services,3100.0
2024.0,2024 Q1,"Legal, Accounting & Management Services",5650.0
2024.0,2024 Q1,Architectural & Engineering Services,3900.0
2024.0,2024 Q1,Other Professional Services,2950.0
2024.0,2024 Q1,Security & Investigation,2850.0
